emotion,frame,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
Happiness,10,0.0,0.0,0.0,0.0,1.13,0.0,0.0,2.91,3.12,2.79,0.18,0.4,0.05,0.0,0.51,0.18,0.0
Happiness,11,0.0,0.0,0.0,0.0,1.14,0.0,0.01,2.93,3.11,2.78,0.18,0.42,0.07,0.0,0.47,0.17,0.0
Happiness,12,0.0,0.0,0.0,0.0,1.16,0.0,0.02,2.92,3.15,2.78,0.15,0.41,0.04,0.0,0.43,0.18,0.0
Happiness,13,0.0,0.0,0.0,0.0,1.12,0.0,0.03,2.86,3.16,2.83,0.09,0.3,0.02,0.0,0.43,0.22,0.0
Happiness,14,0.0,0.0,0.0,0.0,1.08,0.0,0.02,2.86,3.23,2.76,0.04,0.2,0.0,0.0,0.36,0.19,0.0
Happiness,15,0.0,0.0,0.0,0.01,1.03,0.0,0.01,2.76,3.24,2.67,0.0,0.12,0.0,0.0,0.31,0.17,0.03
Happiness,16,0.0,0.0,0.0,0.01,1.02,0.0,0.01,2.71,3.29,2.59,0.0,0.14,0.0,0.0,0.24,0.07,0.03
Happiness,17,0.06,0.02,0.0,0.01,1.0,0.0,0.01,2.64,3.26,2.55,0.0,0.1,0.0,0.0,0.15,0.0,0.08
Happiness,18,0.08,0.04,0.0,0.0,0.94,0.0,0.0,2.65,3.22,2.68,0.0,0.06,0.0,0.0,0.11,0.0,0.08
Happiness,19,0.13,0.06,0.0,0.04,0.89,0.0,0.0,2.59,3.15,2.68,0.0,0.05,0.0,0.01,0.04,0.0,0.14
Happiness,20,0.12,0.03,0.0,0.07,0.84,0.0,0.0,2.5,3.1,2.78,0.0,0.06,0.0,0.02,0.04,0.0,0.1
Happiness,21,0.17,0.02,0.0,0.08,0.84,0.0,0.0,2.41,3.06,2.71,0.0,0.07,0.0,0.04,0.0,0.0,0.11
Happiness,22,0.18,0.0,0.0,0.04,0.82,0.0,0.0,2.45,3.06,2.68,0.0,0.03,0.0,0.03,0.0,0.03,0.13
Happiness,23,0.18,0.0,0.0,0.01,0.81,0.0,0.0,2.43,3.11,2.57,0.0,0.0,0.0,0.02,0.0,0.11,0.14
Happiness,24,0.16,0.0,0.0,0.0,0.79,0.0,0.0,2.38,3.05,2.41,0.0,0.0,0.0,0.02,0.0,0.14,0.15
Happiness,25,0.17,0.0,0.0,0.0,0.78,0.0,0.0,2.39,3.02,2.33,0.0,0.0,0.0,0.02,0.0,0.11,0.07
Happiness,26,0.15,0.0,0.0,0.0,0.79,0.0,0.0,2.43,2.99,2.27,0.0,0.0,0.0,0.02,0.0,0.03,0.07
Happiness,27,0.1,0.0,0.0,0.0,0.8,0.0,0.0,2.49,3.1,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Happiness,1,1.44,0.24,0.8,0.0,1.0,1.44,0.37,1.34,2.59,1.9,0.23,0.76,0.21,0.0,0.0,1.51,0.0
Happiness,2,1.42,0.35,0.79,0.0,1.02,1.45,0.33,1.33,2.56,1.98,0.18,0.7,0.25,0.0,0.0,1.46,0.0
Happiness,3,1.41,0.41,0.78,0.0,1.03,1.44,0.34,1.29,2.54,2.01,0.13,0.66,0.3,0.0,0.0,1.42,0.0
Happiness,4,1.34,0.33,0.77,0.0,1.09,1.44,0.32,1.32,2.67,1.98,0.14,0.58,0.25,0.0,0.0,1.36,0.0
Happiness,5,1.27,0.32,0.81,0.0,1.13,1.53,0.27,1.41,2.83,1.99,0.16,0.52,0.18,0.0,0.0,1.29,0.01
Happiness,6,1.14,0.27,0.75,0.0,1.25,1.64,0.18,1.55,3.04,1.94,0.22,0.41,0.07,0.0,0.0,1.19,0.07
Happiness,7,1.08,0.31,0.66,0.0,1.34,1.69,0.15,1.59,3.12,1.91,0.23,0.36,0.04,0.0,0.0,1.07,0.08
Happiness,8,0.94,0.21,0.5,0.0,1.46,1.81,0.14,1.59,3.23,1.84,0.25,0.29,0.01,0.0,0.03,0.91,0.2
Happiness,9,0.77,0.12,0.35,0.0,1.56,2.0,0.17,1.53,3.33,1.9,0.2,0.3,0.05,0.0,0.08,0.75,0.22
Happiness,10,0.62,0.09,0.22,0.0,1.65,2.19,0.21,1.48,3.39,1.97,0.2,0.29,0.11,0.0,0.13,0.65,0.22
Happiness,11,0.52,0.09,0.18,0.0,1.71,2.32,0.25,1.45,3.44,1.99,0.11,0.2,0.15,0.0,0.18,0.64,0.13
Happiness,12,0.48,0.09,0.2,0.0,1.71,2.35,0.25,1.44,3.46,1.93,0.09,0.14,0.12,0.0,0.2,0.61,0.08
Happiness,13,0.36,0.02,0.19,0.0,1.72,2.56,0.21,1.4,3.48,1.85,0.08,0.09,0.16,0.0,0.25,0.56,0.07
Happiness,14,0.31,0.0,0.18,0.0,1.75,2.67,0.24,1.36,3.46,1.84,0.14,0.09,0.25,0.0,0.22,0.55,0.02
Happiness,15,0.25,0.0,0.16,0.0,1.8,2.86,0.3,1.31,3.43,1.84,0.17,0.04,0.36,0.0,0.21,0.55,0.0
Happiness,16,0.35,0.03,0.22,0.0,1.83,2.93,0.35,1.33,3.44,1.86,0.2,0.03,0.41,0.0,0.23,0.54,0.05
Happiness,17,0.38,0.05,0.24,0.0,1.84,3.06,0.35,1.36,3.44,1.89,0.2,0.08,0.42,0.0,0.25,0.51,0.12
Happiness,18,0.41,0.05,0.24,0.0,1.86,3.02,0.32,1.43,3.46,1.87,0.22,0.08,0.39,0.0,0.31,0.49,0.14
Happiness,19,0.36,0.02,0.23,0.0,1.89,3.0,0.32,1.48,3.49,1.83,0.17,0.12,0.37,0.0,0.24,0.51,0.16
Happiness,20,0.34,0.0,0.22,0.0,1.91,3.02,0.31,1.54,3.51,1.79,0.13,0.14,0.35,0.0,0.22,0.47,0.2
Happiness,21,0.44,0.12,0.22,0.0,1.94,3.1,0.26,1.52,3.53,1.82,0.11,0.18,0.37,0.0,0.13,0.45,0.37
Happiness,22,0.55,0.18,0.23,0.0,1.92,3.12,0.2,1.48,3.54,1.85,0.14,0.17,0.37,0.0,0.12,0.44,0.48
Happiness,23,0.57,0.26,0.2,0.03,1.9,3.0,0.1,1.54,3.56,1.91,0.21,0.15,0.29,0.0,0.08,0.41,0.49
Happiness,24,0.5,0.18,0.21,0.03,1.9,3.08,0.05,1.56,3.55,1.91,0.15,0.16,0.17,0.0,0.05,0.38,0.48
Happiness,25,0.4,0.13,0.17,0.03,1.92,3.14,0.0,1.59,3.54,1.9,0.1,0.13,0.04,0.0,0.02,0.31,0.46
Happiness,26,0.32,0.05,0.16,0.0,1.94,3.18,0.0,1.58,3.55,1.85,0.0,0.1,0.0,0.0,0.0,0.28,0.54
Happiness,27,0.26,0.02,0.08,0.0,1.95,3.15,0.0,1.63,3.59,1.85,0.01,0.07,0.0,0.0,0.0,0.3,0.53
Happiness,28,0.16,0.0,0.03,0.0,1.97,3.1,0.0,1.69,3.62,1.87,0.06,0.07,0.01,0.0,0.02,0.28,0.49
Happiness,29,0.1,0.0,0.0,0.0,2.02,3.11,0.0,1.7,3.65,1.9,0.06,0.08,0.01,0.0,0.04,0.26,0.31
Happiness,30,0.02,0.0,0.0,0.0,2.05,3.09,0.0,1.71,3.65,1.87,0.05,0.07,0.01,0.0,0.09,0.16,0.13
Happiness,31,0.01,0.0,0.0,0.0,2.05,3.09,0.0,1.72,3.66,1.88,0.02,0.03,0.0,0.0,0.09,0.18,0.01
Happiness,32,0.02,0.0,0.0,0.0,2.02,3.19,0.0,1.72,3.65,1.85,0.06,0.04,0.0,0.0,0.07,0.22,0.0
Happiness,33,0.03,0.0,0.0,0.0,2.01,3.26,0.0,1.7,3.65,1.8,0.06,0.08,0.0,0.0,0.06,0.26,0.0
Happiness,34,0.02,0.0,0.0,0.0,2.02,3.27,0.0,1.65,3.64,1.8,0.05,0.08,0.02,0.0,0.04,0.21,0.0
Happiness,35,0.01,0.0,0.0,0.0,2.04,3.21,0.0,1.59,3.63,1.8,0.0,0.07,0.03,0.0,0.04,0.19,0.0
Happiness,36,0.0,0.0,0.0,0.0,2.01,3.0,0.0,1.59,3.61,1.79,0.01,0.03,0.03,0.0,0.01,0.18,0.0
Happiness,37,0.0,0.0,0.0,0.0,1.98,2.86,0.0,1.59,3.59,1.71,0.04,0.04,0.01,0.0,0.07,0.2,0.0
Happiness,38,0.0,0.0,0.0,0.0,2.0,2.64,0.0,1.68,3.6,1.66,0.06,0.03,0.0,0.0,0.07,0.13,0.0
Happiness,39,0.0,0.0,0.0,0.06,2.04,2.38,0.0,1.78,3.61,1.64,0.05,0.03,0.0,0.0,0.06,0.07,0.01
Happiness,40,0.0,0.0,0.0,0.16,2.09,2.1,0.0,1.92,3.65,1.6,0.02,0.01,0.0,0.0,0.0,0.0,0.03
Happiness,41,0.0,0.0,0.0,0.21,2.14,2.0,0.0,1.95,3.67,1.63,0.0,0.0,0.0,0.0,0.01,0.01,0.03
Happiness,42,0.0,0.0,0.0,0.19,2.18,2.14,0.0,1.93,3.7,1.7,0.0,0.0,0.0,0.0,0.01,0.01,0.05
Happiness,43,0.0,0.0,0.0,0.09,2.18,2.25,0.0,1.93,3.7,1.79,0.0,0.01,0.0,0.0,0.01,0.01,0.06
Happiness,44,0.0,0.0,0.0,0.07,2.13,2.4,0.0,1.9,3.66,1.77,0.0,0.03,0.0,0.0,0.01,0.02,0.06
Happiness,45,0.0,0.0,0.0,0.06,2.09,2.5,0.0,1.89,3.64,1.75,0.0,0.09,0.0,0.0,0.01,0.03,0.02
Happiness,46,0.0,0.0,0.0,0.14,2.1,2.63,0.0,1.81,3.62,1.67,0.0,0.15,0.0,0.02,0.01,0.03,0.01
Happiness,47,0.0,0.0,0.0,0.17,2.12,2.63,0.0,1.77,3.62,1.61,0.0,0.2,0.0,0.03,0.0,0.01,0.01
Happiness,48,0.0,0.0,0.0,0.14,2.13,2.69,0.0,1.67,3.59,1.59,0.0,0.22,0.0,0.05,0.0,0.03,0.01
Happiness,49,0.0,0.0,0.0,0.1,2.11,2.65,0.0,1.68,3.62,1.65,0.01,0.15,0.0,0.05,0.0,0.03,0.0
Happiness,50,0.0,0.0,0.0,0.14,2.09,2.59,0.0,1.72,3.66,1.72,0.01,0.09,0.0,0.05,0.03,0.03,0.0
Happiness,51,0.0,0.0,0.0,0.15,2.07,2.46,0.0,1.8,3.65,1.69,0.01,0.01,0.0,0.05,0.03,0.01,0.0
Happiness,52,0.0,0.0,0.0,0.13,2.04,2.45,0.0,1.77,3.6,1.68,0.0,0.02,0.0,0.06,0.05,0.01,0.0
Happiness,53,0.0,0.0,0.0,0.08,2.05,2.47,0.0,1.8,3.58,1.65,0.0,0.02,0.0,0.05,0.04,0.01,0.0
Happiness,54,0.0,0.0,0.0,0.07,2.08,2.57,0.0,1.81,3.63,1.65,0.0,0.02,0.0,0.03,0.04,0.0,0.0
Happiness,55,0.0,0.0,0.0,0.04,2.12,2.63,0.0,1.87,3.66,1.62,0.0,0.02,0.0,0.02,0.02,0.0,0.0
Happiness,56,0.0,0.0,0.0,0.0,2.13,2.78,0.0,1.85,3.67,1.6,0.0,0.04,0.0,0.05,0.04,0.0,0.0
Happiness,57,0.0,0.0,0.0,0.0,2.14,2.94,0.0,1.87,3.67,1.58,0.0,0.08,0.0,0.05,0.07,0.0,0.0
Happiness,58,0.0,0.0,0.0,0.0,2.15,2.95,0.0,1.86,3.63,1.63,0.0,0.08,0.0,0.05,0.11,0.0,0.0
Happiness,59,0.0,0.0,0.0,0.0,2.16,2.86,0.0,1.88,3.63,1.68,0.02,0.1,0.0,0.04,0.11,0.0,0.0
Happiness,60,0.0,0.0,0.0,0.0,2.15,2.78,0.0,1.86,3.6,1.73,0.02,0.14,0.0,0.03,0.11,0.0,0.0
Happiness,61,0.0,0.0,0.0,0.0,2.14,2.84,0.0,1.83,3.59,1.73,0.02,0.16,0.0,0.02,0.08,0.0,0.0
Happiness,62,0.0,0.0,0.0,0.0,2.13,2.93,0.0,1.77,3.58,1.67,0.0,0.09,0.0,0.0,0.08,0.0,0.01
Happiness,63,0.0,0.0,0.0,0.0,2.14,2.88,0.0,1.73,3.57,1.69,0.0,0.03,0.0,0.0,0.08,0.0,0.01
Happiness,64,0.0,0.0,0.0,0.0,2.15,2.86,0.0,1.72,3.6,1.7,0.0,0.02,0.0,0.0,0.09,0.0,0.01
Happiness,65,0.0,0.0,0.0,0.0,2.15,2.8,0.0,1.73,3.61,1.81,0.0,0.06,0.0,0.0,0.11,0.02,0.0
Happiness,66,0.0,0.0,0.0,0.0,2.17,2.81,0.0,1.7,3.61,1.77,0.0,0.1,0.0,0.0,0.12,0.02,0.0
Happiness,67,0.0,0.0,0.0,0.0,2.17,2.83,0.0,1.69,3.6,1.78,0.0,0.15,0.0,0.01,0.12,0.03,0.01
Happiness,68,0.0,0.0,0.0,0.0,2.19,2.82,0.0,1.66,3.6,1.72,0.0,0.18,0.0,0.02,0.11,0.02,0.01
Happiness,69,0.0,0.0,0.0,0.0,2.18,2.8,0.0,1.64,3.61,1.69,0.0,0.23,0.0,0.07,0.08,0.05,0.01
Happiness,70,0.0,0.0,0.0,0.0,2.17,2.75,0.0,1.61,3.62,1.6,0.0,0.25,0.0,0.12,0.04,0.07,0.0
Happiness,71,0.0,0.0,0.0,0.0,2.16,2.77,0.0,1.61,3.61,1.58,0.0,0.27,0.0,0.14,0.08,0.08,0.0
Happiness,72,0.0,0.0,0.0,0.0,2.16,2.75,0.0,1.62,3.6,1.6,0.0,0.28,0.0,0.11,0.13,0.07,0.0
Happiness,73,0.0,0.0,0.0,0.0,2.12,2.72,0.0,1.61,3.6,1.61,0.0,0.25,0.0,0.09,0.18,0.03,0.0
Happiness,74,0.0,0.0,0.0,0.0,2.1,2.59,0.0,1.65,3.61,1.67,0.0,0.19,0.0,0.06,0.15,0.01,0.04
Happiness,75,0.0,0.0,0.0,0.0,2.06,2.56,0.0,1.7,3.62,1.71,0.0,0.11,0.0,0.05,0.13,0.01,0.04
Happiness,76,0.08,0.0,0.0,0.01,2.11,2.63,0.0,1.73,3.6,1.79,0.0,0.11,0.0,0.05,0.13,0.03,0.04
Happiness,77,0.23,0.0,0.0,0.04,2.14,2.82,0.0,1.65,3.57,1.8,0.01,0.18,0.0,0.08,0.16,0.08,0.0
Happiness,1,0.0,0.0,0.17,0.0,2.01,0.72,0.0,1.68,3.32,1.16,0.0,0.35,0.0,1.49,0.0,0.0,0.0
Happiness,2,0.0,0.0,0.11,0.0,1.92,0.67,0.0,1.66,3.24,1.26,0.0,0.31,0.0,1.31,0.0,0.0,0.0
Happiness,3,0.0,0.0,0.05,0.0,1.89,0.7,0.0,1.61,3.24,1.25,0.0,0.28,0.0,1.22,0.0,0.0,0.0
Happiness,4,0.0,0.0,0.05,0.0,1.94,0.64,0.0,1.63,3.24,1.31,0.0,0.27,0.0,1.24,0.0,0.0,0.0
Happiness,5,0.0,0.0,0.0,0.0,1.97,0.67,0.0,1.74,3.29,1.34,0.0,0.22,0.0,1.27,0.0,0.0,0.0
Happiness,6,0.0,0.0,0.03,0.0,1.94,0.52,0.0,1.84,3.29,1.42,0.0,0.21,0.0,1.26,0.0,0.0,0.0
Happiness,7,0.0,0.0,0.03,0.0,1.95,0.34,0.0,1.84,3.29,1.51,0.0,0.21,0.0,1.24,0.0,0.0,0.0
Happiness,8,0.0,0.0,0.05,0.0,1.94,0.33,0.0,1.84,3.31,1.48,0.0,0.22,0.0,1.21,0.0,0.0,0.0
Happiness,9,0.0,0.0,0.11,0.05,1.97,0.37,0.0,1.78,3.28,1.51,0.0,0.2,0.0,1.16,0.0,0.0,0.0
Happiness,10,0.0,0.0,0.16,0.05,1.96,0.53,0.0,1.73,3.27,1.42,0.0,0.22,0.0,1.12,0.0,0.0,0.0
Happiness,11,0.0,0.0,0.2,0.05,1.94,0.52,0.0,1.63,3.22,1.49,0.0,0.22,0.0,1.09,0.0,0.0,0.0
Happiness,12,0.0,0.0,0.12,0.01,1.93,0.48,0.0,1.64,3.23,1.42,0.0,0.21,0.0,1.13,0.0,0.0,0.0
Happiness,13,0.0,0.0,0.32,0.01,1.93,0.42,0.0,1.67,3.26,1.35,0.0,0.21,0.0,1.16,0.0,0.0,0.0
Happiness,14,0.0,0.0,0.39,0.01,1.92,0.38,0.0,1.68,3.28,1.28,0.0,0.2,0.0,1.18,0.0,0.0,0.0
Happiness,15,0.0,0.0,0.69,0.0,1.96,0.57,0.0,1.72,3.29,1.37,0.0,0.15,0.0,1.2,0.0,0.0,0.0
Happiness,16,0.0,0.0,0.73,0.0,1.99,0.68,0.0,1.72,3.28,1.43,0.0,0.1,0.01,1.24,0.0,0.0,0.0
Happiness,17,0.0,0.0,0.63,0.0,2.04,0.81,0.0,1.83,3.34,1.41,0.0,0.05,0.01,1.22,0.1,0.0,0.0
Happiness,18,0.0,0.0,0.31,0.34,2.03,0.62,0.0,1.85,3.36,1.22,0.08,0.04,0.06,1.04,0.47,0.0,0.0
Happiness,19,0.13,0.03,0.03,0.71,2.07,0.68,0.0,1.91,3.38,1.0,0.1,0.01,0.13,0.7,0.74,0.0,0.0
Happiness,20,0.45,0.21,0.0,1.11,2.17,0.82,0.0,1.84,3.27,0.96,0.17,0.0,0.2,0.34,0.76,0.06,0.0
Happiness,21,0.76,0.36,0.02,1.16,2.28,1.17,0.0,1.83,3.2,1.04,0.12,0.0,0.18,0.09,0.48,0.13,0.0
Happiness,22,0.89,0.41,0.04,1.15,2.3,1.2,0.0,1.73,3.13,1.2,0.09,0.0,0.11,0.0,0.32,0.2,0.0
Happiness,23,0.83,0.28,0.17,0.77,2.37,1.51,0.0,1.6,3.05,1.34,0.02,0.0,0.04,0.0,0.21,0.26,0.0
Happiness,24,0.76,0.14,0.26,0.39,2.4,1.8,0.0,1.4,3.01,1.47,0.0,0.0,0.01,0.0,0.12,0.32,0.0
Happiness,25,0.84,0.12,0.38,0.03,2.47,2.24,0.0,1.31,3.02,1.58,0.0,0.0,0.01,0.0,0.0,0.36,0.0
Happiness,26,0.92,0.16,0.39,0.06,2.44,2.29,0.0,1.28,3.09,1.59,0.02,0.0,0.0,0.0,0.0,0.36,0.0
Happiness,27,0.96,0.3,0.4,0.09,2.49,2.23,0.0,1.3,3.12,1.65,0.02,0.06,0.0,0.0,0.03,0.52,0.0
Happiness,28,0.82,0.25,0.39,0.08,2.54,2.13,0.0,1.4,3.09,1.62,0.02,0.11,0.0,0.0,0.06,0.63,0.0
Happiness,29,0.72,0.23,0.36,0.03,2.58,2.06,0.0,1.56,3.04,1.58,0.0,0.24,0.0,0.0,0.11,0.76,0.0
Happiness,30,0.62,0.1,0.4,0.0,2.62,2.11,0.0,1.7,3.03,1.41,0.13,0.28,0.0,0.0,0.15,0.65,0.0
Happiness,31,0.62,0.14,0.44,0.0,2.63,2.25,0.0,1.72,3.07,1.25,0.26,0.29,0.0,0.0,0.17,0.61,0.0
Happiness,32,0.6,0.08,0.43,0.0,2.63,2.31,0.0,1.63,3.12,1.14,0.26,0.21,0.0,0.0,0.19,0.54,0.0
Happiness,33,0.46,0.07,0.4,0.0,2.68,2.26,0.0,1.7,3.12,1.19,0.18,0.2,0.0,0.0,0.28,0.44,0.0
Happiness,34,0.37,0.0,0.35,0.0,2.71,2.27,0.0,1.72,3.15,1.27,0.07,0.14,0.0,0.0,0.36,0.45,0.0
Happiness,35,0.19,0.0,0.32,0.05,2.78,2.19,0.0,1.84,3.18,1.41,0.11,0.12,0.0,0.0,0.42,0.46,0.0
Happiness,36,0.19,0.0,0.31,0.08,2.79,2.18,0.0,1.84,3.21,1.47,0.1,0.1,0.0,0.0,0.38,0.58,0.0
Happiness,37,0.12,0.0,0.23,0.08,2.86,2.07,0.0,1.81,3.19,1.43,0.16,0.1,0.0,0.0,0.29,0.53,0.0
Happiness,38,0.08,0.0,0.3,0.04,2.94,2.09,0.0,1.78,3.22,1.46,0.16,0.11,0.08,0.0,0.15,0.57,0.0
Happiness,39,0.04,0.0,0.32,0.0,3.07,2.24,0.0,1.7,3.28,1.49,0.13,0.07,0.13,0.0,0.09,0.57,0.0
Happiness,40,0.0,0.0,0.42,0.0,3.17,2.52,0.0,1.76,3.34,1.6,0.04,0.11,0.21,0.0,0.05,0.5,0.0
Happiness,41,0.0,0.0,0.45,0.0,3.24,2.88,0.0,1.8,3.36,1.54,0.0,0.07,0.21,0.01,0.06,0.38,0.0
Happiness,42,0.0,0.0,0.52,0.0,3.25,3.08,0.0,1.86,3.36,1.42,0.0,0.05,0.15,0.01,0.07,0.23,0.0
Happiness,43,0.0,0.0,0.49,0.0,3.28,3.05,0.02,1.89,3.39,1.3,0.0,0.02,0.08,0.01,0.11,0.2,0.0
Happiness,44,0.0,0.0,0.44,0.0,3.29,2.84,0.02,1.9,3.45,1.25,0.0,0.0,0.0,0.0,0.22,0.15,0.0
Happiness,45,0.0,0.0,0.38,0.0,3.28,2.66,0.02,1.97,3.48,1.24,0.0,0.01,0.0,0.0,0.21,0.16,0.0
Happiness,46,0.01,0.0,0.39,0.0,3.23,2.61,0.0,2.0,3.49,1.27,0.0,0.02,0.0,0.0,0.21,0.15,0.0
Happiness,47,0.05,0.0,0.49,0.0,3.23,2.69,0.0,2.01,3.52,1.28,0.0,0.02,0.0,0.0,0.28,0.17,0.02
Happiness,48,0.24,0.04,0.47,0.0,3.29,2.82,0.05,1.86,3.5,1.43,0.03,0.06,0.0,0.0,0.41,0.11,0.15
Happiness,49,0.62,0.21,0.51,0.0,3.38,2.87,0.13,1.72,3.47,1.62,0.21,0.19,0.02,0.0,0.48,0.19,0.21
Happiness,50,0.84,0.28,0.47,0.0,3.43,2.94,0.18,1.63,3.41,1.73,0.41,0.33,0.02,0.0,0.48,0.35,0.23
Happiness,51,0.9,0.29,0.55,0.0,3.46,2.94,0.18,1.7,3.41,1.65,0.59,0.45,0.05,0.0,0.51,0.62,0.15
Happiness,52,0.75,0.12,0.56,0.0,3.42,2.94,0.16,1.74,3.39,1.53,0.56,0.42,0.03,0.0,0.54,0.67,0.28
Happiness,53,0.55,0.05,0.47,0.0,3.42,2.86,0.2,1.69,3.32,1.48,0.52,0.5,0.03,0.0,0.46,0.52,0.48
Happiness,54,0.3,0.0,0.36,0.0,3.4,2.76,0.2,1.61,3.24,1.6,0.33,0.39,0.0,0.0,0.26,0.25,0.6
Happiness,55,0.11,0.0,0.26,0.0,3.43,2.76,0.17,1.58,3.17,1.67,0.2,0.39,0.01,0.0,0.15,0.08,0.5
Happiness,56,0.11,0.0,0.28,0.0,3.42,2.73,0.11,1.62,3.14,1.69,0.04,0.21,0.01,0.0,0.11,0.01,0.34
Happiness,57,0.11,0.0,0.31,0.0,3.42,2.68,0.08,1.63,3.14,1.68,0.02,0.26,0.01,0.0,0.14,0.03,0.34
Happiness,58,0.07,0.0,0.32,0.0,3.41,2.72,0.14,1.66,3.12,1.64,0.06,0.3,0.06,0.0,0.19,0.16,0.35
Happiness,59,0.0,0.0,0.32,0.0,3.4,2.73,0.15,1.68,3.14,1.58,0.06,0.35,0.06,0.0,0.2,0.24,0.28
Happiness,60,0.0,0.0,0.4,0.0,3.36,2.82,0.16,1.75,3.15,1.5,0.06,0.27,0.06,0.0,0.29,0.29,0.11
Happiness,61,0.02,0.0,0.46,0.0,3.34,2.82,0.09,1.74,3.24,1.41,0.0,0.15,0.0,0.0,0.34,0.27,0.01
Happiness,62,0.02,0.0,0.48,0.0,3.32,2.8,0.05,1.75,3.29,1.42,0.0,0.14,0.0,0.0,0.44,0.28,0.1
Happiness,63,0.07,0.0,0.52,0.0,3.37,2.84,0.02,1.81,3.37,1.42,0.1,0.33,0.11,0.0,0.49,0.45,0.14
Happiness,64,0.05,0.0,0.53,0.0,3.43,2.8,0.05,1.8,3.38,1.46,0.24,0.29,0.13,0.0,0.52,0.58,0.27
Happiness,65,0.05,0.0,0.65,0.0,3.42,2.84,0.1,1.84,3.39,1.51,0.31,0.25,0.18,0.0,0.66,0.65,0.5
Happiness,66,0.01,0.0,0.69,0.0,3.36,2.76,0.12,1.82,3.37,1.49,0.25,0.04,0.07,0.0,0.76,0.5,0.79
Happiness,67,0.05,0.0,0.71,0.0,3.26,2.7,0.06,1.9,3.45,1.41,0.2,0.05,0.08,0.0,0.86,0.36,1.06
Happiness,68,0.05,0.0,0.62,0.0,3.35,2.63,0.02,2.03,3.52,1.44,0.21,0.02,0.24,0.0,0.79,0.26,1.17
Happiness,69,0.04,0.0,0.54,0.0,3.42,2.51,0.0,2.1,3.59,1.4,0.19,0.11,0.46,0.01,0.65,0.18,1.13
Happiness,70,0.0,0.0,0.52,0.0,3.49,2.4,0.0,2.13,3.64,1.48,0.13,0.24,0.55,0.08,0.5,0.21,1.02
Happiness,71,0.0,0.0,0.56,0.0,3.47,2.3,0.01,2.02,3.63,1.36,0.06,0.31,0.41,0.1,0.4,0.18,0.87
Happiness,72,0.0,0.0,0.57,0.0,3.46,2.34,0.01,2.0,3.65,1.36,0.05,0.3,0.29,0.09,0.41,0.27,0.84
Happiness,73,0.0,0.0,0.57,0.0,3.47,2.39,0.01,2.04,3.61,1.32,0.01,0.24,0.26,0.02,0.44,0.21,0.83
Happiness,74,0.0,0.0,0.56,0.0,3.47,2.41,0.02,2.09,3.64,1.33,0.01,0.24,0.22,0.0,0.51,0.23,0.78
Happiness,75,0.0,0.0,0.61,0.0,3.5,2.36,0.05,2.1,3.67,1.34,0.0,0.24,0.1,0.0,0.59,0.16,0.71
Happiness,1,0.48,0.25,0.0,0.28,0.0,0.0,0.04,0.0,0.07,1.28,0.0,0.0,0.23,0.0,0.15,0.31,1.33
Happiness,2,0.47,0.18,0.0,0.31,0.0,0.0,0.01,0.0,0.08,1.25,0.0,0.18,0.32,0.14,0.09,0.38,1.09
Happiness,3,0.54,0.09,0.0,0.35,0.0,0.0,0.0,0.0,0.1,1.15,0.0,0.36,0.41,0.26,0.04,0.41,0.75
Happiness,4,0.52,0.05,0.0,0.39,0.0,0.0,0.0,0.0,0.13,0.96,0.0,0.55,0.53,0.31,0.04,0.31,0.58
Happiness,5,0.49,0.02,0.0,0.45,0.0,0.0,0.0,0.0,0.23,0.95,0.0,0.68,0.32,0.34,0.14,0.21,0.2
Happiness,6,0.38,0.05,0.0,0.51,0.0,0.0,0.0,0.0,0.29,0.93,0.0,0.65,0.23,0.28,0.2,0.07,0.08
Happiness,7,0.31,0.25,0.0,0.32,0.0,0.0,0.0,0.0,0.38,1.03,0.0,0.65,0.08,0.25,0.24,0.06,0.01
Happiness,8,0.26,0.23,0.0,0.41,0.0,0.0,0.0,0.0,0.4,1.12,0.0,0.73,0.08,0.3,0.13,0.11,0.01
Happiness,9,0.14,0.2,0.0,0.39,0.0,0.0,0.0,0.0,0.4,1.26,0.0,0.87,0.0,0.41,0.08,0.13,0.01
Happiness,10,0.13,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.38,1.29,0.0,0.91,0.06,0.42,0.03,0.07,0.0
Happiness,11,0.22,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,1.3,0.0,0.93,0.11,0.38,0.01,0.02,0.0
Happiness,12,0.22,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.45,1.38,0.0,1.02,0.19,0.36,0.0,0.01,0.0
Happiness,13,0.13,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.47,1.44,0.0,0.96,0.26,0.32,0.0,0.01,0.0
Happiness,14,0.11,0.14,0.0,0.23,0.0,0.0,0.0,0.0,0.58,1.38,0.0,0.75,0.31,0.24,0.0,0.01,0.04
Happiness,15,0.12,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.79,1.34,0.0,0.59,0.27,0.18,0.01,0.0,0.04
